agent_name,task_family,task_score,deterministic_score,task_success_rate,useful_memory_precision,useful_memory_recall,useful_memory_f1,harmful_memory_rejection_rate,irrelevant_memory_rejection_rate,outdated_memory_rejection_rate,poisoned_memory_adoption_rate,context_dependent_memory_accuracy,num_retrieved_memories,num_selected_memories,input_tokens,output_tokens,total_tokens,cost_usd,latency_seconds
cmi,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,389.0,176.0,565.0,0.0,6.496906280517578e-05
cmi,conflicting_memories,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,3.0,2.0,419.5,96.0,515.5,0.0,5.805492401123047e-05
cmi,context_specific_preference,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,409.0,82.0,491.0,0.0,6.635983784993489e-05
cmi,multi_hop_memory,0.65,0.65,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,396.0,96.0,492.0,0.0,6.365776062011719e-05
cmi,poisoned_memory,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,432.0,119.0,551.0,0.0,7.021427154541016e-05
cmi,preference_update,0.8833333333333333,0.8833333333333333,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,1.0,3.0,2.0,409.0,158.0,567.0,0.0,7.279713948567708e-05
cmi,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,426.0,128.0,554.0,0.0,7.375081380208333e-05
cmi,spurious_semantic_trap,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,389.0,148.0,537.0,0.0,6.103515625e-05
full_history,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,39.0,22.0,61.0,0.0,1.1920928955078125e-05
full_history,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,48.0,16.0,64.0,0.0,8.58306884765625e-06
full_history,context_specific_preference,0.6,0.6,0.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,48.0,14.0,62.0,0.0,1.1285146077473959e-05
full_history,multi_hop_memory,0.65,0.65,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,51.0,12.0,63.0,0.0,1.0013580322265625e-05
full_history,poisoned_memory,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,49.0,11.0,60.0,0.0,1.1086463928222656e-05
full_history,preference_update,0.625,0.625,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,56.0,31.0,87.0,0.0,1.2636184692382812e-05
full_history,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,45.0,21.0,66.0,0.0,1.1920928955078125e-05
full_history,spurious_semantic_trap,0.5,0.5,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,47.0,14.0,61.0,0.0,1.3907750447591146e-05
graph_memory,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,71.0,22.0,93.0,0.0,1.1563301086425781e-05
graph_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,78.0,16.0,94.0,0.0,8.821487426757812e-06
graph_memory,context_specific_preference,0.6,0.6,0.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,83.0,14.0,97.0,0.0,1.239776611328125e-05
graph_memory,multi_hop_memory,0.65,0.65,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,76.0,12.0,88.0,0.0,1.049041748046875e-05
graph_memory,poisoned_memory,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,83.0,11.0,94.0,0.0,1.0967254638671875e-05
graph_memory,preference_update,0.625,0.625,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,78.0,31.0,109.0,0.0,1.0331471761067709e-05
graph_memory,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,79.0,21.0,100.0,0.0,1.1761983235677084e-05
graph_memory,spurious_semantic_trap,0.5,0.5,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,79.0,14.0,93.0,0.0,1.2000401814778646e-05
no_memory,abstention,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,22.0,46.0,0.0,8.940696716308594e-06
no_memory,conflicting_memories,0.75,0.75,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0,12.0,39.0,0.0,7.3909759521484375e-06
no_memory,context_specific_preference,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0,9.0,36.0,0.0,7.311503092447917e-06
no_memory,multi_hop_memory,0.65,0.65,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,12.0,36.0,0.0,7.3909759521484375e-06
no_memory,poisoned_memory,0.65,0.65,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,25.0,14.0,39.0,0.0,9.5367431640625e-06
no_memory,preference_update,0.65,0.65,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,26.0,13.333333333333334,39.333333333333336,0.0,7.947285970052084e-06
no_memory,procedural_memory,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,26.0,13.0,39.0,0.0,8.424123128255209e-06
no_memory,spurious_semantic_trap,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,23.0,47.0,0.0,6.747245788574219e-05
reflection_memory,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,82.0,22.0,104.0,0.0,1.3589859008789062e-05
reflection_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,88.0,16.0,104.0,0.0,9.059906005859375e-06
reflection_memory,context_specific_preference,0.6,0.6,0.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,93.0,14.0,107.0,0.0,1.3271967569986979e-05
reflection_memory,multi_hop_memory,0.65,0.65,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,80.0,12.0,92.0,0.0,9.5367431640625e-06
reflection_memory,poisoned_memory,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,93.0,11.0,104.0,0.0,1.2993812561035156e-05
reflection_memory,preference_update,0.625,0.625,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,88.0,31.0,119.0,0.0,1.2318293253580729e-05
reflection_memory,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,89.0,21.0,110.0,0.0,1.4146169026692709e-05
reflection_memory,spurious_semantic_trap,0.5,0.5,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,89.0,14.0,103.0,0.0,1.3113021850585938e-05
summary_memory,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,59.0,22.0,81.0,0.0,1.1444091796875e-05
summary_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,64.0,16.0,80.0,0.0,7.987022399902344e-06
summary_memory,context_specific_preference,0.6,0.6,0.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,68.0,14.0,82.0,0.0,1.1682510375976562e-05
summary_memory,multi_hop_memory,0.65,0.65,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,61.0,12.0,73.0,0.0,9.417533874511719e-06
summary_memory,poisoned_memory,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,69.0,11.0,80.0,0.0,1.049041748046875e-05
summary_memory,preference_update,0.625,0.625,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,63.0,31.0,94.0,0.0,1.0013580322265625e-05
summary_memory,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,65.0,21.0,86.0,0.0,1.2238820393880209e-05
summary_memory,spurious_semantic_trap,0.5,0.5,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,65.0,14.0,79.0,0.0,1.0967254638671875e-05
vector_memory,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,71.0,22.0,93.0,0.0,1.2636184692382812e-05
vector_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,78.0,16.0,94.0,0.0,9.417533874511719e-06
vector_memory,context_specific_preference,0.6,0.6,0.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,83.0,14.0,97.0,0.0,1.4702479044596354e-05
vector_memory,multi_hop_memory,0.65,0.65,0.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,76.0,12.0,88.0,0.0,1.1563301086425781e-05
vector_memory,poisoned_memory,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,83.0,11.0,94.0,0.0,1.239776611328125e-05
vector_memory,preference_update,0.625,0.625,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,78.0,31.0,109.0,0.0,1.3033548990885416e-05
vector_memory,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,79.0,21.0,100.0,0.0,2.193450927734375e-05
vector_memory,spurious_semantic_trap,0.5,0.5,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,79.0,14.0,93.0,0.0,1.6053517659505207e-05
