agent_name,task_family,task_score,deterministic_score,task_success_rate,useful_memory_precision,useful_memory_recall,useful_memory_f1,harmful_memory_rejection_rate,irrelevant_memory_rejection_rate,outdated_memory_rejection_rate,poisoned_memory_adoption_rate,context_dependent_memory_accuracy,num_retrieved_memories,num_selected_memories,input_tokens,output_tokens,total_tokens,cost_usd,latency_seconds
full_history,multi_hop_memory,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,81.0,95.0,176.0,0.0,1.9681179523468018
full_history,poisoned_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,68.0,89.0,157.0,0.0,2.1823959350585938
full_history,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,74.0,600.0,674.0,0.0,14.27534294128418
full_history,spurious_semantic_trap,0.7199528301886793,0.6856469002695418,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,70.0,495.0,565.0,0.0,9.84663987159729
graph_memory,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,111.0,73.0,184.0,0.0,1.4494409561157227
graph_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,130.0,15.0,145.0,0.0,0.7958052158355713
graph_memory,context_specific_preference,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,130.0,22.0,152.0,0.0,1.0247349739074707
graph_memory,multi_hop_memory,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,129.0,73.0,202.0,0.0,2.604422092437744
graph_memory,poisoned_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,125.0,50.5,175.5,0.0,1.9657608270645142
graph_memory,procedural_memory,0.94,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,133.0,39.0,172.0,0.0,1.2122421264648438
graph_memory,spurious_semantic_trap,0.8347222222222221,0.7638888888888888,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,130.0,208.0,338.0,0.0,4.711429119110107
no_memory,abstention,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,36.0,78.0,114.0,0.0,2.1436071395874023
no_memory,conflicting_memories,0.35,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,43.0,122.0,165.0,0.0,2.832520008087158
no_memory,context_specific_preference,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,39.0,24.0,63.0,0.0,1.094041109085083
no_memory,multi_hop_memory,0.8524999999999999,0.875,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,37.0,111.0,148.0,0.0,2.147752046585083
no_memory,poisoned_memory,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,38.0,39.0,77.0,0.0,1.1912134885787964
no_memory,procedural_memory,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,42.0,412.0,454.0,0.0,8.39444088935852
no_memory,spurious_semantic_trap,0.8919117647058823,0.8455882352941176,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,37.0,122.0,159.0,0.0,2.745555877685547
reflection_memory,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,132.0,73.0,205.0,0.0,1.6179368495941162
reflection_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,150.0,15.0,165.0,0.0,0.8136429786682129
reflection_memory,context_specific_preference,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,150.0,22.0,172.0,0.0,0.9524369239807129
reflection_memory,multi_hop_memory,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,142.0,94.0,236.0,0.0,2.149113178253174
reflection_memory,poisoned_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,145.0,50.5,195.5,0.0,1.6680728197097778
reflection_memory,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,153.0,315.0,468.0,0.0,7.402069091796875
reflection_memory,spurious_semantic_trap,0.8259831460674156,0.7514044943820225,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,150.0,224.0,374.0,0.0,6.195149898529053
summary_memory,abstention,0.8224999999999999,0.875,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,82.0,106.0,188.0,0.0,2.6660640239715576
summary_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,96.0,15.0,111.0,0.0,0.7886800765991211
summary_memory,context_specific_preference,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,94.0,22.0,116.0,0.0,0.8411028385162354
summary_memory,multi_hop_memory,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,94.0,89.0,183.0,0.0,1.9807519912719727
summary_memory,poisoned_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,94.0,42.5,136.5,0.0,1.1576123237609863
summary_memory,procedural_memory,0.94,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,98.0,50.0,148.0,0.0,1.330162763595581
summary_memory,spurious_semantic_trap,0.6964189189189188,0.652027027027027,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,97.0,181.0,278.0,0.0,3.8907928466796875
vector_memory,abstention,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,111.0,72.0,183.0,0.0,1.9068880081176758
vector_memory,conflicting_memories,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,1.0,3.0,3.0,130.0,15.0,145.0,0.0,0.7958052158355713
vector_memory,context_specific_preference,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,3.0,3.0,130.0,25.0,155.0,0.0,0.9129610061645508
vector_memory,multi_hop_memory,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.0,1.0,0.0,1.0,3.0,3.0,129.0,73.0,202.0,0.0,2.0264620780944824
vector_memory,poisoned_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,125.0,50.5,175.5,0.0,1.9657608270645142
vector_memory,procedural_memory,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,133.0,226.0,359.0,0.0,3.3630268573760986
vector_memory,spurious_semantic_trap,0.8359375,0.765625,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,1.0,3.0,3.0,130.0,201.0,331.0,0.0,3.9719629287719727
